Ms_gene	asc1_count	asc2_count	asc3_count	asc4_count	neu1_count	neu2_count	neu3_count	neu4_count	astro1_count	astro2_count	endo1_count	endo2_count	micro1_count	micro2_count	neuron1_count	neuron2_count	oligopre1_count	oligopre2_count	oligonew1_count	oligonew2_count	oligomye1_count	oligomye2_count
Casp7	5	187	222	347	1167	9	301	0	548	583	3827	3762	639	464	418	202	1118	1398	331	350	27	29
Casp8	176	90	147	189	862	782	410	50	200	242	4488	3876	2382	1198	27	29	450	69	11	4	3	6
Casp8ap2	17	851	1019	1545	7	7	348	8	1855	2319	1270	1258	71	28	469	1030	1478	434	940	262	49	90
Casp9	111	549	537	731	7	10	95	100	1272	1307	1139	975	1774	1684	1519	1029	890	1119	616	761	628	732
Casq1	76	33	46	38	0	148	52	0	78	153	51	76	4	0	64	54	17	3	19	9	43	51
Casq2	282	254	377	365	2	200	173	10	20	18	693	1005	0	37	29	45	61	24	4	1	4	17
Casr	0	0	2	0	0	6	0	0	4	5	0	0	1	0	1	7	0	0	5404	3880	535	697
Cass4	1	47	46	68	1	1	49	0	1	1	14	6	4348	2059	38	96	673	289	6	8	9	13
Cast	13	161	169	299	13	624	45	63	101	135	8301	7375	174	95	127	262	124	103	8	3	7	7
Casz1	38	35	33	26	19	15	34	78	10	35	33	17	249	197	1834	2336	20	45	15	17	38	64
Cat	4271	5052	7419	9901	116	2614	2779	1067	6973	7096	8906	7719	2386	1562	2105	2399	5571	4497	6978	5524	5251	5162
Catsper2	2	130	216	126	0	0	29	0	856	626	153	144	39	28	189	236	195	66	496	248	175	268
Catsper3	0	5	4	0	0	0	0	0	5	5	0	1	5	14	2	1	3	22	1	1	0	2
Catsperg1	0	6	26	3	0	0	1	0	11	18	4	0	17	8	79	64	12	7	3	1	0	0
Catsperg2	0	0	0	0	0	0	0	0	4	3	0	1	2	0	25	24	2	2	0	1	0	0
Cav1	748	1782	2773	3747	1744	1711	1145	1208	583	875	32420	30793	23	48	241	173	10788	9851	3006	2819	110	194
Cav2	2535	4281	4682	6662	1264	3313	1993	887	976	1771	7837	7488	14	20	582	512	4568	2521	998	474	26	63
Cav3	0	0	1	19	1	307	0	0	1	4	1	0	0	0	5	16	1	0	0	0	0	4
Cbfa2t2	2411	2933	4034	4239	99	822	1452	855	1712	1819	1378	1182	769	497	2678	3074	1018	1033	990	868	1015	1027
Cbfa2t3	58	407	545	694	9	972	574	294	20	23	1330	997	873	673	1114	723	157	103	11	41	30	64
Cbfb	603	768	1179	1455	72	922	402	170	3043	5337	3242	2807	1817	1207	1881	1489	4388	3424	4651	3884	849	930
Cbl	14	161	142	144	181	26	26	7	2380	3193	1699	1576	2228	1542	2330	2111	2398	1796	2243	1522	768	1020
Cblb	70	505	672	710	44	33	255	152	3410	3377	807	772	508	394	2239	1984	1275	975	679	564	353	403
Cblc	0	9	9	17	233	2	3	5	3	2	4	1	4	17	6	0	5	0	2	0	1	2
Cbll1	327	1113	1662	2001	26	454	905	278	489	675	522	403	313	212	1222	1172	708	668	540	558	231	320
Cbln1	0	8	6	12	0	0	0	0	5	17	12	8	24	24	1082	446	142	326	39	86	16	51
Cbln2	0	1	9	11	0	110	10	0	10	9	317	374	24	7	2142	1184	36	42	366	584	65	55
Cbln3	0	27	28	3	0	0	0	0	35	77	5	5	1	0	131	113	20	12	4	2	0	1
Cbln4	0	14	35	4	0	0	28	0	3	19	10	2	0	0	716	379	58	41	7	5	4	8
Cbr1	1525	1738	2334	2358	1015	1453	536	750	998	814	1193	1115	1098	1179	2950	3029	1675	2611	1021	1402	816	714
Cbr3	89	183	117	185	139	78	297	86	2071	2012	24	39	292	281	94	164	1215	2029	253	393	55	169
Cbr4	658	352	593	826	631	67	313	119	422	363	377	356	109	70	257	180	402	257	182	138	109	88
Cbs	1643	3584	5638	8485	34	1118	1302	940	16289	14845	38	22	256	320	461	778	1012	502	68	80	147	443
Cbwd1	255	393	382	506	2	514	97	20	357	382	560	527	25	20	217	386	399	305	444	298	196	218
Cbx1	516	1317	1350	1593	297	406	306	35	1531	1760	1407	1499	539	398	1839	1373	1731	1105	1152	641	437	395
Cbx2	33	137	214	286	8	9	10	6	217	366	260	155	34	43	398	174	241	424	96	87	4	5
Cbx3	1126	1087	1132	1784	401	491	484	212	173	325	179	214	22	10	436	245	459	122	460	116	49	65
Cbx4	100	77	192	72	169	149	178	127	3602	4781	1320	1057	2117	1692	3720	2979	2269	3497	2677	3019	1661	2213
Cbx5	5179	8310	9105	12648	1773	2328	4181	1473	23430	27381	3064	3012	595	411	13470	11434	14287	7870	7708	4545	2129	2345
Cbx6	195	520	571	889	80	1286	1094	478	2214	2410	2931	2526	2176	2722	13600	11181	5126	9167	3936	4082	4233	6069
Cbx7	18	125	298	260	5	25	95	28	403	537	55	67	784	584	1406	1479	407	380	127	147	49	118
Cbx8	186	131	249	199	0	4	39	47	1136	1615	330	301	88	185	970	654	756	1055	334	384	96	121
Cby1	1968	2159	2794	2911	23	1355	882	313	876	1115	1384	1539	376	476	1521	1146	1610	2442	1080	1405	892	948
Cc2d1a	25	209	207	221	7	563	47	21	1911	1666	818	831	1515	1758	4259	3267	1308	1787	846	818	386	531
Cc2d1b	106	235	597	448	12	229	151	14	2664	2575	853	812	2094	2007	1432	1327	2136	2000	3982	3737	3687	4067
Cc2d2a	24	689	1006	1261	10	432	242	369	5165	4076	633	658	121	70	429	808	4220	2545	1105	761	99	139
Ccar1	677	3666	4916	5386	43	625	543	536	5353	5968	4898	4659	700	387	2347	5741	5655	2311	3253	1316	584	641
Ccbe1	0	8	0	1	0	0	2	6	0	4	8	2	0	0	2533	3044	378	227	34	13	0	1
Ccbl1	114	624	822	1074	7	831	298	103	864	748	336	292	230	337	902	647	1016	1196	567	741	338	254
Ccbl2	211	331	423	583	6	3	143	11	710	615	90	82	95	165	42	75	183	195	238	325	224	209
Ccdc101	803	1569	1232	1665	17	1600	282	590	307	285	997	1007	451	455	616	554	643	897	508	630	538	407
Ccdc102a	15	19	14	71	0	1	1	2	598	680	824	917	481	449	45	56	70	58	0	0	18	14
Ccdc103	1	110	53	218	1	165	142	59	40	98	15	7	6	24	17	20	27	19	1	9	5	5
Ccdc104	425	899	1120	1420	13	928	823	473	1643	1831	1731	1534	201	107	2385	2800	2427	1630	3325	1449	1896	1743
Ccdc105	0	5	0	0	0	0	0	0	1	0	0	0	0	0	29	6	3	1	2	5	3	3
Ccdc106	234	406	525	554	5	336	438	100	208	170	34	37	410	448	1491	1009	930	1499	342	548	193	219
Ccdc107	742	633	629	468	253	598	885	416	663	728	828	869	1037	1222	770	748	879	1732	360	654	182	194
Ccdc108	1	6	1	29	0	16	2	1	25	304	6	3	3	0	42	22	0	2	1	0	0	2
Ccdc109b	1	4	1	53	5	0	73	0	5	0	70	74	51	45	181	141	19	8	3	0	0	2
Ccdc11	0	0	2	8	0	0	108	0	7	16	10	6	6	0	19	36	13	1	9	2	0	1
Ccdc110	0	0	1	4	0	0	0	0	1	1	0	0	0	0	0	5	1	8	6	2	0	1
Ccdc112	402	70	176	139	2	176	127	62	158	228	24	42	14	12	509	770	466	241	191	64	63	54
Ccdc113	0	30	41	3	2	2	87	2	8	56	3	5	0	0	8	5	1	0	0	0	2	1
Ccdc114	6	166	475	292	3	1	132	141	476	661	123	113	27	37	560	651	810	742	153	146	8	12
Ccdc115	269	531	509	660	6	377	311	241	447	421	850	889	1191	689	1073	909	1007	1028	925	896	598	517
Ccdc116	1	0	2	1	3	0	86	0	19	40	8	25	17	34	226	170	17	14	14	17	1	10
Ccdc117	100	154	262	306	4	157	188	6	1195	1405	2697	2381	716	627	1458	1317	2243	2044	1489	1563	779	720
Ccdc12	262	467	493	615	246	649	252	228	442	475	1162	1109	1284	1342	487	402	700	806	554	662	429	449
Ccdc120	154	120	117	142	25	7	160	11	174	282	83	89	37	30	1924	1300	609	799	162	278	6	58
Ccdc121	2	0	22	0	0	0	17	0	84	98	6	6	0	0	2	1	1	0	0	0	0	0
Ccdc122	1	38	68	41	3	0	1	11	269	235	266	247	131	104	15	26	79	43	26	18	5	34
Ccdc124	1793	1667	1975	2043	1370	1097	699	394	792	751	1635	1690	1569	1647	1359	1282	1616	2998	1648	2056	2219	1876
Ccdc125	0	13	15	26	1	0	0	1	24	9	945	958	46	15	13	24	19	8	5	5	0	0
Ccdc126	61	297	464	441	774	739	361	28	333	385	2197	2104	113	95	447	329	565	705	261	251	135	73
Ccdc127	1972	2591	3504	4172	1394	1653	1879	998	1866	2121	1503	1383	411	171	2302	2297	2410	2003	1652	1289	918	891
Ccdc129	0	15	0	1	0	0	0	0	0	0	0	0	1	0	0	11	6	0	1	0	0	2
Ccdc13	417	282	514	461	3	446	112	112	532	416	8	8	11	34	48	62	171	202	991	1249	2252	1883
Ccdc130	120	613	816	1047	6	6	265	78	503	471	372	412	439	388	400	296	434	560	468	424	437	311
Ccdc132	205	922	1109	1215	15	357	779	396	2541	2619	1574	1726	663	454	1305	2257	2528	1781	2336	1365	679	657
Ccdc134	66	656	524	714	1	243	238	48	804	820	311	317	938	1031	377	269	1777	2290	1281	2037	465	485
Ccdc135	9	12	39	54	0	355	156	80	5	73	4	12	1	0	33	18	0	5	0	0	0	0
Ccdc136	78	564	556	810	4	7	73	44	4146	4511	648	634	131	149	3298	4393	319	315	63	62	190	240
Ccdc137	56	438	627	742	9	140	138	7	917	924	978	937	611	400	1101	1226	1101	1481	915	1517	451	570
Ccdc138	5	289	422	281	0	1	108	26	413	502	109	98	8	12	211	249	249	145	112	41	9	28
Ccdc14	99	149	334	617	3	1	7	3	342	430	139	193	25	23	97	114	540	257	140	71	9	34
Ccdc141	2	296	213	260	3	39	694	34	11147	8979	29086	27926	21	41	216	295	369	83	16	8	10	33
Ccdc142	67	44	85	108	1	12	59	0	947	859	217	249	583	695	865	538	797	704	357	326	61	76
Ccdc146	0	52	31	15	0	9	130	0	136	159	3	9	1	0	15	10	60	6	6	1	0	0
Ccdc147	0	0	0	0	0	0	0	0	0	4	2	0	0	0	30	13	0	17	0	0	0	0
Ccdc148	171	64	110	122	49	1	165	112	12	35	15	10	6	12	415	571	58	61	57	35	39	24
Ccdc149	3	118	114	153	1	10	180	43	702	842	479	521	135	164	2537	3560	1220	1373	445	570	146	266
Ccdc15	0	113	99	192	3	13	1	0	115	165	54	63	16	14	213	134	166	20	60	10	10	9
Ccdc150	0	4	0	0	0	0	0	0	6	14	4	5	0	0	32	41	6	5	6	1	0	1
Ccdc151	0	89	98	134	0	1	3	33	178	202	7	2	7	9	117	265	43	54	17	18	2	8
Ccdc152	0	5	5	11	0	0	0	3	19	11	976	957	5	4	57	66	18	0	3	1	15	2
Ccdc153	310	105	182	151	0	0	0	1	6	39	3	9	1	0	5	2	0	0	0	1	0	1
Ccdc154	0	0	0	0	0	0	0	0	0	0	9	11	2	0	5	2	1	0	0	0	0	0
Ccdc155	2	17	23	19	0	0	28	18	4	9	2	0	18	16	31	31	22	6	2	3	8	8
Ccdc157	42	283	239	231	0	7	127	2	5170	5920	1236	1033	337	262	2571	3469	657	702	347	368	285	298
Ccdc158	0	12	39	9	0	0	0	0	5	17	1	1	0	0	38	33	2	0	0	0	0	0
Ccdc159	0	92	101	105	0	31	37	70	657	470	27	44	13	20	482	474	236	219	254	247	108	129
Ccdc160	0	9	29	44	0	0	1	39	71	64	6	17	1	0	33	42	50	51	21	30	44	32
Ccdc17	1	53	85	132	1	1	56	0	186	95	117	151	91	99	58	49	54	77	61	54	28	36
Ccdc18	3	268	411	259	3	3	69	1	246	281	103	127	2	0	60	116	223	40	35	4	1	1
Ccdc19	41	22	41	9	1	0	52	0	3	81	40	45	29	27	17	8	1	1	0	0	5	2
Ccdc22	246	460	698	912	7	881	476	168	974	942	741	750	3034	3599	1387	1251	1092	1408	779	737	650	492
Ccdc23	2258	1857	2067	2351	443	692	558	191	444	530	1784	1828	903	981	911	682	846	1425	497	815	447	472
Ccdc24	0	62	18	71	0	0	0	0	76	97	21	30	6	3	200	154	101	87	60	38	1	21
Ccdc25	476	812	1093	1800	116	79	715	236	918	891	887	977	194	77	514	1061	1206	716	1051	451	219	329
Ccdc27	0	0	0	0	1	0	0	0	0	1	2	1	1	0	52	81	3	0	36	15	135	51
Ccdc28a	22	315	459	451	3	129	91	169	94	94	216	223	176	185	145	146	261	175	111	80	59	67
Ccdc28b	1938	1212	1845	1896	375	864	577	689	1710	1516	1269	1417	315	305	1576	1293	1390	2567	1468	1357	2477	2074
Ccdc3	18	79	63	100	6	158	83	6	329	482	174	153	13	34	38	54	56	61	1	23	18	70
Ccdc30	23	123	244	196	1	140	35	32	161	179	185	163	11	39	258	387	94	77	68	59	15	41
Ccdc32	1276	1219	1621	1833	20	589	461	338	616	616	897	806	326	461	1376	1338	1043	1703	634	749	367	486
Ccdc33	10	59	121	212	2	7	0	3	4	14	21	27	0	5	21	37	0	0	0	0	1	1
Ccdc34	588	1370	1439	1468	13	616	395	212	866	816	747	661	181	127	764	625	935	865	796	432	570	469
Ccdc36	1	12	10	41	0	0	0	0	8	9	2	3	115	89	86	97	44	15	8	7	4	3
Ccdc37	18	30	41	9	0	0	9	4	3091	3250	6	4	21	39	102	125	523	255	71	50	4	9
Ccdc38	1	21	14	12	0	34	5	0	32	40	8	9	9	3	24	10	63	12	11	14	0	10
Ccdc39	32	197	290	212	0	128	1	0	578	909	19	23	12	9	635	1153	691	214	212	34	12	27
Ccdc40	0	155	101	204	0	1	1	3	41	204	18	14	20	18	128	191	47	33	41	31	21	13
Ccdc42	0	0	0	0	0	0	0	0	1	1	25	23	3	0	2	0	0	6	0	0	7	0
Ccdc42b	0	0	7	0	0	0	0	0	3	13	4	13	1	0	6	2	3	2	13	17	0	5
Ccdc43	424	757	1560	1565	893	477	639	377	786	873	1144	1241	541	324	857	809	935	762	740	808	302	256
Ccdc47	2154	2374	3733	4261	45	2633	3209	1682	3839	4874	5382	4811	1569	1032	3319	5247	7772	2786	8813	2945	1697	1794
Ccdc50	861	2096	2220	2853	38	955	1461	285	6299	7652	5762	6138	3498	1913	7307	7362	6639	2934	4027	1912	711	896
Ccdc51	297	223	437	343	1	75	160	19	482	380	377	299	173	216	153	138	147	167	104	111	127	65
Ccdc53	868	979	1351	1135	1076	640	830	333	444	390	1380	1570	723	475	376	318	568	864	492	455	554	478
Ccdc55	1172	1621	2016	2625	129	2268	1018	677	1227	1175	855	868	131	61	222	542	726	296	383	94	97	105
Ccdc57	1	180	259	280	1	1	109	2	669	617	78	66	122	84	461	691	317	405	109	105	19	35
Ccdc58	937	372	652	583	408	663	282	9	541	545	440	532	85	56	227	160	388	301	356	230	230	198
Ccdc59	1158	1428	1830	1789	172	1261	439	527	1278	1385	937	1037	431	220	1119	834	1148	999	888	771	348	395
Ccdc6	1404	3097	3431	3436	936	1262	1399	473	2880	3745	1040	974	624	494	6106	7723	1609	1403	1192	1270	459	640
Ccdc60	0	0	4	0	0	0	0	0	37	139	1	1	2	1	3	1	0	0	0	0	0	0
Ccdc61	7	33	50	63	2	65	16	12	601	718	375	354	314	344	477	332	353	435	364	333	374	290
Ccdc62	3	102	148	85	0	0	23	42	536	397	173	209	70	28	189	289	290	132	307	147	107	79
Ccdc63	0	10	28	1	0	0	0	0	2	0	3	2	27	24	4	1	5	0	0	0	1	0
Ccdc64	8	23	20	41	11	82	39	14	141	113	58	52	124	135	2363	1919	584	861	218	246	119	226
Ccdc64b	7	2	4	3	8	5	8	3	1	0	106	111	54	89	5	0	9	1	0	0	0	0
Ccdc65	82	77	111	54	1	1	1	32	6	54	12	19	13	21	152	191	15	38	116	81	49	81
Ccdc66	4	407	546	490	1	385	72	33	1145	1242	568	567	142	26	228	881	1913	420	789	211	73	72
Ccdc67	0	48	16	46	0	0	0	0	17	331	5	35	0	0	5	17	3	4	0	0	0	0
Ccdc68	0	0	0	2	0	2	155	0	0	0	14	25	0	0	0	1	0	1	0	0	0	0
Ccdc69	141	10	31	0	1	165	0	0	86	82	84	131	67	9	2	2	38	45	4	2	0	6
Ccdc71	202	284	305	355	6	800	252	62	523	493	1192	1276	1099	1179	921	615	648	985	425	558	440	441
Ccdc73	53	51	55	27	1	1	53	76	77	130	37	23	10	1	398	504	181	90	197	53	16	28
Ccdc74a	88	47	99	102	0	1	0	2	437	447	29	30	81	49	263	178	76	176	611	780	690	823
Ccdc77	103	250	413	528	3	297	3	10	756	797	587	532	129	57	161	347	502	311	492	261	194	153
Ccdc78	0	65	48	10	1	1	8	10	309	242	10	12	11	12	54	53	270	171	93	58	27	34
Ccdc79	1	0	0	1	101	0	1	0	1	1	4	0	0	0	47	61	15	2	5	0	4	2
Ccdc8	0	24	9	8	2	1	22	2	913	826	999	970	255	218	101	119	104	58	9	4	4	17
Ccdc80	791	1617	2078	2430	350	155	444	197	12093	12828	195	245	496	549	276	601	712	657	30	36	21	103
Ccdc81	2	3	19	42	0	0	0	0	16	63	1	5	1	0	30	42	10	22	1	2	0	1
Ccdc83	0	0	3	0	0	0	0	0	9	8	1	1	0	0	2	0	0	0	0	0	0	0
Ccdc84	37	41	58	29	1	1	0	16	934	827	211	269	345	239	561	449	451	317	228	196	90	91
Ccdc85a	43	118	167	155	1	118	1075	124	952	855	5049	4545	33	18	2782	2108	657	495	59	89	60	126
Ccdc85b	10	68	41	75	21	42	28	52	1204	1584	5740	5863	2524	3007	2431	1811	2014	3585	1090	1654	1052	1281
Ccdc85c	1	3	3	3	0	0	5	0	312	360	454	338	300	458	822	553	254	607	111	175	94	177
Ccdc86	26	501	655	810	17	306	364	107	425	477	625	596	3454	2466	334	454	649	1271	653	997	523	667
Ccdc87	0	1	23	1	0	0	0	0	6	10	1	0	0	0	19	20	2	7	8	9	31	16
Ccdc88a	512	3333	3314	3874	230	1163	3534	848	13461	13761	4202	4002	125	79	6425	9361	12826	4515	4712	1249	555	659
Ccdc88b	0	5	4	1	0	5	62	14	4	14	6	5	12873	11650	74	96	852	370	22	16	33	50
Ccdc88c	22	317	285	219	4	1	12	10	6120	5477	932	835	47	47	577	1280	2124	2451	1272	2296	290	536
Ccdc89	0	28	28	59	1	57	0	1	35	32	18	9	1	8	18	16	33	79	118	85	99	99
Ccdc9	5	117	178	131	15	3	43	74	2582	2836	1774	1482	4753	3223	2461	2141	1818	1748	1120	1285	763	855
Ccdc90b	1239	1859	2082	2958	59	446	361	319	1003	997	1470	1589	277	207	1203	1014	1297	982	823	505	345	321
Ccdc91	365	362	592	515	6	105	219	197	450	497	1966	2003	736	624	509	1042	934	1130	1187	1261	1213	1193
Ccdc92	152	96	107	73	2	51	195	151	76	133	48	28	66	150	1557	1341	717	1381	1350	1564	1653	1348
Ccdc93	369	424	433	686	6	436	423	59	2156	2467	773	780	4252	2753	723	1433	2756	1459	996	641	244	255
Ccdc94	3	88	136	99	1	3	3	1	412	412	441	452	781	497	217	294	309	360	257	278	247	243
Ccdc96	0	49	17	23	1	0	0	0	132	176	23	29	12	10	49	60	64	49	20	41	21	13
Ccdc97	452	1160	904	1197	16	443	635	154	1195	1392	1801	1843	5193	5833	2271	1880	1948	2747	2027	2645	1763	1826
Cchcr1	5	69	88	88	4	4	35	1	739	736	1091	1005	181	166	224	198	279	225	42	28	1	4
Ccin	0	0	0	0	0	0	0	0	15	16	13	7	5	0	25	37	0	4	0	0	0	0
Cck	1	0	25	50	36	381	1014	179	166	185	75	64	201	349	3078	2228	287	468	30	78	203	759
Cckbr	38	7	38	26	0	0	16	0	6	1	7	2	46	57	187	75	66	146	2	13	58	92
Ccl1	0	22	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0
Ccl11	0	14	7	16	0	0	0	0	0	0	1	1	0	0	3	1	12	28	0	0	0	0
Ccl12	155	433	236	549	442	507	82	181	4	0	1	1	3626	1613	3	27	118	32	0	0	4	9
Ccl17	0	12	8	11	0	0	9	0	2	0	11	1	44	23	25	39	0	31	0	23	6	9
Ccl2	245	1233	831	1284	748	658	75	273	17	17	54	24	16349	3673	43	53	788	357	6	5	6	27
Ccl20	0	0	0	0	0	0	0	0	1	1	35	31	0	0	3	4	0	0	1	0	0	0
Ccl22	1	17	0	1	0	0	0	1	0	0	0	0	1106	855	3	4	101	95	40	70	102	77
Ccl24	5	246	147	231	13	125	5	12	0	0	0	0	1991	891	4	13	46	75	0	9	11	7
Ccl25	69	114	176	203	0	3	186	144	66	103	130	133	34	10	151	133	96	141	72	91	51	49
Ccl27a	323	264	358	266	70	256	310	121	312	378	169	188	317	521	3355	2832	390	590	186	279	471	573
Ccl3	62	286	112	341	11	580	68	161	47	30	60	46	129370	59857	50	97	4288	638	43	60	51	86
Ccl4	7	270	237	226	571	3151	809	1179	41	28	19	11	117148	69108	47	72	3664	946	47	27	137	94
Ccl5	133	59	51	151	1063	934	0	3	0	0	25	22	408	207	7	1	14	2	10	1	0	1
Ccl6	4	43	66	184	726	986	370	363	2	1	67	59	5193	3420	6	9	386	200	33	35	47	87
Ccl7	48	1522	748	1498	85	115	37	56	3	15	9	1	7049	1610	10	57	315	198	1	0	1	8
Ccl8	12	47	21	11	1	161	2	44	0	0	1	0	103	25	0	0	5	0	1	0	0	0
Ccl9	2	55	26	48	1033	974	101	183	13	7	14	5	31080	18640	14	46	1065	524	29	22	59	94
Ccm2	432	348	229	485	55	582	380	84	837	864	1957	1886	2145	2575	1799	1421	1084	1727	861	968	1206	1013
Ccna1	0	13	139	161	0	1	0	0	4	119	0	3	0	1	34	5	39	27	3	5	0	1
Ccna2	92	352	403	903	13	34	10	21	449	1007	852	835	115	21	315	165	1675	1030	134	57	0	1
Ccnb1	592	996	1538	2274	20	19	14	29	75	277	212	163	40	0	72	61	520	355	78	26	0	0
Ccnb1ip1	0	9	12	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	4
Ccnb2	148	716	726	763	12	7	67	16	168	314	755	745	147	33	125	154	712	751	91	35	2	8
Ccnc	1832	1415	1584	1928	1209	1226	671	293	1153	2102	744	734	93	53	1534	1128	2003	862	1677	609	384	378
Ccnd1	253	479	451	496	264	1224	844	216	8414	7963	16505	15805	6453	5537	807	878	12518	16614	1876	1702	146	242
Ccnd2	8019	22374	33850	46465	1092	1541	3493	1416	16202	23429	1775	1681	271	197	6220	3459	2748	2799	340	251	70	183
Ccnd3	185	127	120	200	24	406	245	98	1736	2698	5041	4774	2396	2622	894	645	2662	5605	818	1011	245	278
Ccndbp1	2046	1932	2823	2979	3965	2533	1286	831	1028	1091	1663	1725	1467	1424	1477	2336	1978	1842	2873	3198	3354	2866
Ccne1	230	129	165	215	9	44	54	61	356	451	168	180	78	33	386	394	434	508	160	184	11	66
Ccne2	35	115	229	369	1	0	1	34	61	89	176	188	13	4	115	101	180	85	58	34	1	16
Ccnf	127	416	1049	1416	17	8	14	13	223	263	50	91	274	163	558	1021	347	384	57	64	22	27
Ccng1	75	548	617	743	1014	1086	518	50	1371	1523	1672	1647	862	396	1583	1153	2123	1423	3490	2056	2059	1909
Ccng2	561	655	1157	1045	70	1181	433	125	1898	2138	20577	18983	2738	2145	4821	3635	2220	1754	1643	1301	821	772
Ccnh	2191	2746	3450	3677	354	2740	2140	903	832	1153	855	890	318	294	1690	1760	1961	1565	1294	817	357	363
Ccni	3433	2758	3361	3442	83	1544	1316	1089	2597	3977	16218	14805	15149	12598	14606	11251	8091	9489	6603	6973	11225	9715
Ccnj	107	449	593	581	37	58	98	114	553	598	577	574	74	62	678	642	805	715	560	767	90	174
Ccnjl	134	123	80	56	1	396	176	107	480	562	1201	1106	7	16	68	32	135	111	553	492	374	251
Ccnk	117	218	195	299	5	204	199	195	1734	1950	1096	913	1243	1078	1790	1860	2019	2085	1976	1896	1220	1002
Ccnl1	203	665	991	830	5	3	191	46	15310	20612	15878	15003	8607	2412	4081	4521	5614	2501	4170	2419	526	899
Ccnl2	11	579	894	689	186	7	206	28	11304	10982	4870	5402	3033	1727	7847	7830	5890	3469	5649	4866	1176	1804
Ccno	0	0	2	0	0	0	9	0	354	885	18	11	3	2	153	128	27	32	5	24	11	4
Ccnt1	694	1460	2108	2313	11	342	1227	609	1166	1398	1482	1484	249	142	985	1098	821	645	611	405	93	130
Ccnt2	100	829	1143	1277	198	417	491	161	5698	5726	2403	2688	1097	634	3069	3263	4721	2593	3651	2682	631	758
Ccny	387	326	246	382	19	888	440	267	2276	3304	13003	11580	2071	1398	5260	4434	5214	4977	7285	7388	2417	2631
Ccnyl1	33	47	13	88	0	113	28	0	589	752	1840	1509	250	114	467	465	487	499	3135	1899	2286	2233
Ccpg1	774	2044	3135	3202	468	1395	1810	1108	2489	2631	4155	3645	1677	1195	2796	6650	6356	3719	4102	2284	2106	2047
Ccr1	24	268	148	352	1663	1186	310	522	3	3	2	1	8695	4933	0	17	654	278	4	5	17	29
Ccr10	0	2	4	8	0	0	0	0	11	16	45	58	0	12	12	7	10	16	2	7	1	5
Ccr1l1	0	0	0	0	0	0	0	0	0	1	0	0	93	47	0	0	26	0	1	0	0	1
Ccr2	54	17	28	5	297	18	2	282	0	0	0	5	114	47	0	0	40	6	0	1	1	1
Ccr3	0	0	1	0	0	0	0	0	0	0	0	2	106	48	0	0	14	0	0	0	0	0
Ccr5	4	25	37	71	2933	554	1050	917	11	2	10	8	14282	10237	2	2	1710	290	19	13	17	34
Ccr6	0	10	10	18	0	0	0	4	2	1	0	0	3267	2643	0	1	480	158	7	10	23	23
Ccr7	2	12	1	30	0	694	0	106	1	4	66	39	4593	4188	2	1	84	40	4	6	11	9
Ccr9	1	14	6	69	1	1	0	0	4	5	7	20	5	0	3	7	20	10	1	0	0	0
Ccrl2	137	162	90	320	525	1110	368	771	158	157	3404	3515	95974	89134	66	20	2068	946	120	172	135	129
Ccrn4l	280	145	214	267	52	378	405	216	824	964	5933	5045	764	339	1778	1712	586	769	226	403	39	170
Ccs	1450	1229	1934	2299	1925	979	699	418	1411	1286	1567	1592	1238	1287	754	745	647	753	1158	1321	1155	1161
Cct2	6807	5255	7625	8396	1734	3491	2604	921	5020	5646	13849	13350	6032	4610	6445	10621	8046	10066	10347	12330	7300	6832
Cct3	7704	6873	9714	12000	2141	4905	3212	1394	4343	4714	8590	9550	6032	4769	4484	8182	9327	13249	8172	10971	5642	5502
Cct4	3849	4768	5477	5911	3406	2779	1833	797	3508	4111	9520	10010	3247	1823	4565	8728	7209	7580	5751	4865	2525	2786
Cct5	13346	13232	18807	20233	2410	8146	7061	3738	4482	4627	16243	16352	7664	5899	6948	10500	9432	15577	9759	12291	6996	6794
Cct6a	4385	6381	8057	9252	2127	3887	2522	1112	4089	4889	6663	6961	2413	1715	7102	9721	7053	9310	8157	8059	4048	4287
Cct6b	0	21	45	59	0	0	0	0	23	11	13	5	6	2	2	5	9	9	15	9	6	15
Cct7	9673	11322	15103	17625	6022	10178	4797	3123	3116	3633	11112	11201	7361	7768	9655	8736	8672	14865	8468	12787	7207	6579
Cct8	4753	7624	9369	10940	1558	6250	2837	2324	4213	4969	6755	7053	3413	1709	6984	10139	8691	6800	7212	5161	1855	2427
Ccz1	343	344	381	314	5	91	234	30	1435	1499	3690	3739	975	699	1644	1964	1771	1899	2038	1960	1346	1394
Cd101	0	0	1	0	0	0	0	1	2	3	16	14	124	139	1	0	46	39	7	1	10	0
Cd109	21	13	42	54	23	22	26	28	2	41	1003	869	1	0	46	24	10	0	3	0	0	0
Cd14	151	550	404	745	3415	5200	1470	1361	257	459	173	229	51767	33835	63	97	1412	807	21	17	96	94
Cd151	1469	1515	1344	1719	3639	3363	938	524	1882	1888	25868	26664	2596	4084	908	840	1493	2688	614	836	247	292
Cd160	0	6	8	21	0	30	0	3	12	4	7	21	15	0	42	27	13	0	11	8	16	2
Cd163	22	368	112	559	20	20	25	78	12	16	4	4	2979	1244	7	9	306	126	1	4	2	3
